Timestamp,Human readable date,weather_station_865733023974652_solar_radiation
1628738059784,2021-08-11 22:14:19,0.0
1628737759375,2021-08-11 22:09:19,0.0
1628737458988,2021-08-11 22:04:18,0.0
1628737159585,2021-08-11 21:59:19,0.0
1628736857024,2021-08-11 21:54:17,0.0
1628736559457,2021-08-11 21:49:19,0.0
1628736259888,2021-08-11 21:44:19,0.0
1628735961791,2021-08-11 21:39:21,0.0
1628735661386,2021-08-11 21:34:21,0.0
1628735356944,2021-08-11 21:29:16,0.0
1628735058344,2021-08-11 21:24:18,0.0
1628734759585,2021-08-11 21:19:19,0.0
1628734460659,2021-08-11 21:14:20,0.0
1628734171844,2021-08-11 21:09:31,0.0
1628733861682,2021-08-11 21:04:21,0.0
1628733560380,2021-08-11 20:59:20,0.0
1628733261025,2021-08-11 20:54:21,0.0
1628732962606,2021-08-11 20:49:22,0.0
1628732658070,2021-08-11 20:44:18,0.0
1628732361447,2021-08-11 20:39:21,0.0
1628732061242,2021-08-11 20:34:21,0.0
1628731761061,2021-08-11 20:29:21,0.0
1628731461748,2021-08-11 20:24:21,0.0
1628731170284,2021-08-11 20:19:30,0.0
1628730861486,2021-08-11 20:14:21,0.0
1628730633926,2021-08-11 20:10:33,0.0
1628730310210,2021-08-11 20:05:10,0.0
1628729964748,2021-08-11 19:59:24,0.0
1628729733642,2021-08-11 19:55:33,0.0
1628729359825,2021-08-11 19:49:19,0.0
1628729058851,2021-08-11 19:44:18,0.0
1628728756108,2021-08-11 19:39:16,0.0
1628728460848,2021-08-11 19:34:20,0.0
1628728170644,2021-08-11 19:29:30,0.0
1628727848446,2021-08-11 19:24:08,0.0
1628727540185,2021-08-11 19:19:00,0.0
1628727239584,2021-08-11 19:13:59,0.0
1628726939841,2021-08-11 19:08:59,0.0
1628726639650,2021-08-11 19:03:59,0.0
1628726340007,2021-08-11 18:59:00,0.0
1628726038073,2021-08-11 18:53:58,0.0
1628725742912,2021-08-11 18:49:02,0.0
1628725437487,2021-08-11 18:43:57,0.0
1628725144350,2021-08-11 18:39:04,0.0
1628724843063,2021-08-11 18:34:03,0.0
1628724541268,2021-08-11 18:29:01,0.0
1628724241269,2021-08-11 18:24:01,0.0
1628723943555,2021-08-11 18:19:03,0.0
1628723638163,2021-08-11 18:13:58,0.0
1628723356071,2021-08-11 18:09:16,0.0
1628723039334,2021-08-11 18:03:59,4.0
1628722741986,2021-08-11 17:59:01,9.0
1628722441390,2021-08-11 17:54:01,28.0
1628722141471,2021-08-11 17:49:01,35.0
1628721842237,2021-08-11 17:44:02,54.0
1628721542314,2021-08-11 17:39:02,60.0
1628721238207,2021-08-11 17:33:58,65.0
1628720942732,2021-08-11 17:29:02,65.0
1628720645383,2021-08-11 17:24:05,69.0
1628720329112,2021-08-11 17:18:49,69.0
1628720034586,2021-08-11 17:13:54,71.0
1628719733053,2021-08-11 17:08:53,64.0
1628719429504,2021-08-11 17:03:49,52.0
1628719193810,2021-08-11 16:59:53,49.0
1628718827893,2021-08-11 16:53:47,52.0
1628718530121,2021-08-11 16:48:50,57.0
1628718229929,2021-08-11 16:43:49,65.0
1628717928535,2021-08-11 16:38:48,105.0
1628717631446,2021-08-11 16:33:51,114.0
1628717333270,2021-08-11 16:28:53,132.0
1628717030221,2021-08-11 16:23:50,175.0
1628716734586,2021-08-11 16:18:54,113.0
1628716403466,2021-08-11 16:13:23,119.0
1628716103410,2021-08-11 16:08:23,277.0
1628715802886,2021-08-11 16:03:22,211.0
1628715503592,2021-08-11 15:58:23,242.0
1628715202891,2021-08-11 15:53:22,297.0
1628714901027,2021-08-11 15:48:21,123.0
1628714605887,2021-08-11 15:43:25,114.0
1628714301269,2021-08-11 15:38:21,266.0
1628714007563,2021-08-11 15:33:27,241.0
1628713704709,2021-08-11 15:28:24,122.0
1628713407001,2021-08-11 15:23:27,113.0
1628713105200,2021-08-11 15:18:25,393.0
1628712819266,2021-08-11 15:13:39,409.0
1628712507968,2021-08-11 15:08:27,404.0
1628712192016,2021-08-11 15:03:12,123.0
1628711892150,2021-08-11 14:58:12,107.0
1628711591142,2021-08-11 14:53:11,379.0
1628711290420,2021-08-11 14:48:10,210.0
1628710992109,2021-08-11 14:43:12,216.0
1628710695447,2021-08-11 14:38:15,448.0
1628710392468,2021-08-11 14:33:12,555.0
1628710077908,2021-08-11 14:27:57,216.0
1628709797005,2021-08-11 14:23:17,547.0
1628709481788,2021-08-11 14:18:01,573.0
1628709182783,2021-08-11 14:13:02,542.0
1628708876025,2021-08-11 14:07:56,137.0
1628708576737,2021-08-11 14:02:56,554.0
1628708279763,2021-08-11 13:57:59,201.0
1628707960022,2021-08-11 13:52:40,604.0
1628707658406,2021-08-11 13:47:38,118.0
1628707360891,2021-08-11 13:42:40,124.0
1628707063152,2021-08-11 13:37:43,273.0
1628706758437,2021-08-11 13:32:38,237.0
1628706461543,2021-08-11 13:27:41,583.0
1628706160432,2021-08-11 13:22:40,614.0
1628705859489,2021-08-11 13:17:39,608.0
1628705560962,2021-08-11 13:12:40,241.0
1628705259408,2021-08-11 13:07:39,664.0
1628704959941,2021-08-11 13:02:39,311.0
1628704656892,2021-08-11 12:57:36,450.0
1628704359367,2021-08-11 12:52:39,679.0
1628704062024,2021-08-11 12:47:42,470.0
1628703742858,2021-08-11 12:42:22,224.0
1628703443777,2021-08-11 12:37:23,673.0
1628703143690,2021-08-11 12:32:23,352.0
1628702845228,2021-08-11 12:27:25,632.0
1628702546460,2021-08-11 12:22:26,559.0
1628702244676,2021-08-11 12:17:24,150.0
1628701945647,2021-08-11 12:12:25,211.0
1628701647070,2021-08-11 12:07:27,568.0
1628701343133,2021-08-11 12:02:23,661.0
1628701045710,2021-08-11 11:57:25,399.0
1628700739286,2021-08-11 11:52:19,260.0
1628700439053,2021-08-11 11:47:19,243.0
1628700145928,2021-08-11 11:42:25,234.0
1628699839826,2021-08-11 11:37:19,313.0
1628699563994,2021-08-11 11:32:43,292.0
1628699241947,2021-08-11 11:27:21,406.0
1628698941770,2021-08-11 11:22:21,337.0
1628698642581,2021-08-11 11:17:22,264.0
1628698342870,2021-08-11 11:12:22,490.0
1628698042769,2021-08-11 11:07:22,424.0
1628697742959,2021-08-11 11:02:22,405.0
1628697448053,2021-08-11 10:57:28,244.0
1628697140644,2021-08-11 10:52:20,260.0
1628696841032,2021-08-11 10:47:21,242.0
1628696540908,2021-08-11 10:42:20,235.0
1628696240849,2021-08-11 10:37:20,218.0
1628695940829,2021-08-11 10:32:20,307.0
1628695640449,2021-08-11 10:27:20,233.0
1628695376228,2021-08-11 10:22:56,245.0
1628695043089,2021-08-11 10:17:23,328.0
1628694743665,2021-08-11 10:12:23,230.0
1628694393691,2021-08-11 10:06:33,235.0
1628694092211,2021-08-11 10:01:32,220.0
1628693791515,2021-08-11 09:56:31,236.0
1628693491578,2021-08-11 09:51:31,256.0
1628693212653,2021-08-11 09:46:52,339.0
1628692892357,2021-08-11 09:41:32,318.0
1628692591889,2021-08-11 09:36:31,228.0
1628692289101,2021-08-11 09:31:29,215.0
1628691994684,2021-08-11 09:26:34,234.0
1628691689665,2021-08-11 09:21:29,228.0
1628691391507,2021-08-11 09:16:31,234.0
1628691094343,2021-08-11 09:11:34,222.0
1628690791883,2021-08-11 09:06:31,222.0
1628690492566,2021-08-11 09:01:32,250.0
1628690194110,2021-08-11 08:56:34,243.0
1628689892897,2021-08-11 08:51:32,238.0
1628689592931,2021-08-11 08:46:32,224.0
1628689292131,2021-08-11 08:41:32,221.0
